titulo,empresa,ubicacion,salario,modalidad,jornada,Area,habilidades_hard,habilidades_soft
Asesor Comercial Xtrim,RP3 Retail Software,Santo Domingo de los Tsáchilas,,,tiempo completo,Desarrollador de Software,No especificado,trabajo en equipo
ASESOR COMERCIAL DE CAMPO,Netlife Ecuador,Santo Domingo de los Tsáchilas,,,tiempo completo,Desarrollador de Software,"c#, c++","trabajo en equipo, liderazgo"
Vendedor Puerta A Puerta,RP3 Retail Software,Santo Domingo de los Tsáchilas,,,tiempo completo,Desarrollador de Software,No especificado,comunicación
Supervisor/A Trade Marketing,Oriental Industria Alimenticia O.I.A. S.A.,Pichincha,,,tiempo completo,Desarrollador de Software,No especificado,proactividad
Desarrollador@ Apx - Java H/M,Business Partner Technologies S.A,"Quito, Pichincha",,,,Desarrollador de Software,"java, sql, restful apis, scrum, machine learning, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Desarrollador Aso (App Store Optimization),Business Partner Technologies S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, restful apis, scrum, machine learning, programación, desarrollo de software","trabajo en equipo, comunicación, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Desarrollador Backend Java Spring Boot 3+ Senior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, sql, azure, kubernetes, docker, git, microservicios, restful apis, scrum, ci/cd, devops, redis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Desarrollador Aso (App Store Optimization),Business Partner Technologies S.A.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, restful apis, scrum, machine learning, programación, desarrollo de software","trabajo en equipo, comunicación, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Estudiantes Para Trabajo De Desarrollador .NET,Digital Solutions 324 Sl,"Loja, Província Loja",,,tiempo completo,Desarrollador de Software,desarrollo de software,"atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
React+Node+Java Developer - Remote - Latin America,FullStack Labs,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, c++, git, scrum, machine learning, desarrollo de software","trabajo en equipo, orientación a resultados, atención al detalle, inglés avanzado"
Angular/Go Full Stack Developer - Remote - Latin,FullStack Labs,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"java, javascript, git, scrum, machine learning, desarrollo de software","trabajo en equipo, orientación a resultados, inglés avanzado"
Senior Javascript Developer Latam - Remote Work,BairesDev,"Anywhere, Azuay",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, excel, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, inglés avanzado"
Senior Mobile Nativescript Developer Latam Work,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"java, c#, sql, excel, restful apis, devops, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Senior Kotlin Developer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,,Desarrollador de Software,"c++, kotlin, excel, restful apis, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, proactividad, inglés avanzado, mentoría"
Senior Solidity Developer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, restful apis, ci/cd, devops, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
Ingeniero De Desarrollo De Software En Pruebas,BairesDev,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, python, cypress, excel, machine learning","trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, creatividad, pensamiento crítico, inglés avanzado"
Software Engineer For Ai Training Data (Tier 2),G2i Inc.,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"python, c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, inglés avanzado"
Linux Engineer - Remote Work,BairesDev,"Anywhere, Azuay",,Remoto,tiempo completo,Desarrollador de Software,"c++, sql, excel, restful apis, machine learning, unix, linux, windows","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
Especialista De Software - Quito,Laboratorios Bagó Del Ecuador,"Quito, Pichincha",,,,Desarrollador de Software,"git, excel, scrum","liderazgo, orientación a resultados, atención al detalle, proactividad, creatividad"
React/React Native/Java Architect - Remote - Latin,FullStack Labs,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, c++, git, scrum, machine learning","trabajo en equipo, orientación a resultados, atención al detalle, inglés avanzado"
Arquitecto De Software (Node & AWS)- Sector Financiero,Devsu,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"javascript, sql, aws, azure, kubernetes, docker, excel, microservicios, scrum, ci/cd, devops, redis","trabajo en equipo, comunicación, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, mentoría"
Diseñador Creativo Medio Tiempo,Serducap,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"gestión del tiempo, creatividad"
Senior Devops & Infrastructure Engineer,Efinti,"Ecuador guayaquil, El Oro",,,tiempo completo,Desarrollador de Software,"python, c++, sql, bash, aws, azure, gcp, kubernetes, jenkins, git, excel, restful apis, scrum, ci/cd, devops, redis, machine learning","trabajo en equipo, comunicación, resolución de problemas, proactividad, inglés avanzado"
Jr Product Owner (Jr PL),DEUNA,"Ecuador guayaquil, El Oro",,Remoto,tiempo completo,Desarrollador de Software,"c++, jira, postman, restful apis, scrum, machine learning","trabajo en equipo, liderazgo, adaptabilidad, orientación a resultados, inglés avanzado"
Work From Home IT Support Analyst Ref. 0080E,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"c++, aws, jira, excel, machine learning, windows, macos","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad"
Senior Network Engineer Latam Work,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
IT Infrastructure Analyst - Remote Work,BairesDev,"Anywhere, Azuay",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Ingeniero Cloud,Integrity Solutions,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"java, javascript, python, c++, sql, aws, azure, kubernetes, docker, devops, linux","trabajo en equipo, comunicación, atención al detalle, proactividad, creatividad, inglés avanzado"
Administrative Virtual Assistant (Remote),Valatam,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, comunicación, atención al detalle, inglés avanzado, multitarea"
Lider De Operaciones - Guayaquil,DHL Express,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, restful apis, machine learning","trabajo en equipo, gestión del tiempo, inglés avanzado"
Pasante De Proyectos,Semvra,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,c++,"trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, gestión del tiempo, pensamiento crítico"
Compensations Analyst - Remote Work Latam,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Preventas Guayaquil,Core Medical Group,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,No especificado
PASANTE DE COMUNICACION INTERNA,DP World,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"docker, git, restful apis","trabajo en equipo, comunicación, liderazgo, adaptabilidad, gestión del tiempo, creatividad"
Talent Search Specialist Trainee Work,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, inglés avanzado"
GERENTE DE SISTEMAS DE GESTIÓN INTEGRADOS,Plastigomez S.A.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,c++,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
IT Support Analyst Latam Work,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, aws, excel, machine learning, windows, macos","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, aprendizaje continuo"
Gestor De Plataformas,Saludsa,Guayas,,,,Desarrollador de Software,"javascript, python, c#, html/css, sql, aws, azure, gcp, kubernetes, docker, git, ci/cd, devops, linux, windows","trabajo en equipo, adaptabilidad, proactividad, pensamiento crítico"
SUPERVISOR TRADE MARKETING - GUAYAQUIL,Eficacia Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"excel, restful apis",aprendizaje continuo
Ejecutivo Comercial,Goya_Enterprises S.A.S,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, proactividad"
Audioprotesista - Ecuador Gye,Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,restful apis,"trabajo en equipo, liderazgo, aprendizaje continuo, proactividad"
GERENCIA DE MANUFACTURA,Joven 360 Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,atención al detalle
CONTADOR DE COSTOS,Joven 360 Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,excel,resolución de problemas
Ingeniero,CONSTRUCTORA DE DISEÑOS PRODUCTIVOS CONSTRUDIPRO S,Guayas,,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, resolución de problemas, creatividad"
PASANTE DE DISEÑO GRÁFICO,People BC Consulting,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,No especificado,"trabajo en equipo, comunicación, aprendizaje continuo, creatividad"
Vendor Business Manager,TD SYNNEX,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Híbrido,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, proactividad, gestión del tiempo, inglés avanzado"
Sales Manager - Usa,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, restful apis, machine learning","trabajo en equipo, comunicación, adaptabilidad, gestión del tiempo, inglés avanzado, mentoría"
Ingeniero Eléctrico Postventa,MARRIOTT S.A.,Guayas,,,tiempo completo,Desarrollador de Software,machine learning,"trabajo en equipo, orientación a resultados, atención al detalle, gestión del tiempo, pensamiento crítico"
Desarrollador Con Experiencia En Scraping Avanzado Apis Microservicios,innova bet,"Cuenca, Azuay",,,,Desarrollador de Software,"javascript, python, sql, git, selenium, microservicios, restful apis, ci/cd, redis, playwright, desarrollo web, desarrollo móvil, desarrollo de software","resolución de problemas, gestión del tiempo, trabajo en equipo, aprendizaje continuo"
Técnico Programador Power BI,FUHRER CIA LTDA,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"javascript, python, excel, power bi, linux, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas"
Diseñador Gráfico/ Operador De Maquina De,Grupo Codgraf,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"atención al detalle, gestión del tiempo"
Trabajo Para Bachilleres De 6H Sin Experiencia Y Estudia.,DIGI-POWER SA,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,gestión del tiempo
Atención Al Cliente,Omarsa SA,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,gestión del tiempo
Analista De Datos,Integrity Solutions,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"python, c++, sql, excel, restful apis, devops, linux, análisis de datos, reporting","trabajo en equipo, atención al detalle, proactividad"
Analista De Datos,Hitss Ecuador,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"python, sql, excel, power bi, análisis de datos, estadística","resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista De Datos,Créditos Económicos,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,análisis de datos,"trabajo en equipo, resolución de problemas, orientación a resultados, proactividad, pensamiento crítico"
Analista De Datos,CRECOSCORP S.A.,"Guayaquil, Guayas",,,,Analista de Datos,análisis de datos,"trabajo en equipo, resolución de problemas, orientación a resultados, proactividad, pensamiento crítico"
Analista De Datos - Guayaquil,Cresa,"Guayaquil, Guayas",,Presencial,tiempo completo,Analista de Datos,"machine learning, análisis de datos, estadística","trabajo en equipo, liderazgo, pensamiento crítico"
